locus_tag	ftype	length_bp	gene	EC_number	COG	product
EIEOCHKN_02112	CDS	1047	recA		COG0468	Protein RecA
EIEOCHKN_02113	CDS	1557	rny	3.1.-.-	COG1418	Ribonuclease Y
EIEOCHKN_02114	CDS	798	ymdB	3.1.4.16	COG1692	2',3'-cyclic-nucleotide 2'-phosphodiesterase
EIEOCHKN_02115	CDS	372	ymcA		COG4550	putative protein YmcA
EIEOCHKN_02116	CDS	2577	mutS		COG0249	DNA mismatch repair protein MutS
EIEOCHKN_02117	CDS	2133	mutL			DNA mismatch repair protein MutL
EIEOCHKN_02118	CDS	555	maf	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
EIEOCHKN_02119	CDS	435	msrB	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
EIEOCHKN_02120	CDS	972	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
EIEOCHKN_02121	CDS	126				hypothetical protein
EIEOCHKN_02122	CDS	651	yvdM	5.4.2.6	COG0637	Beta-phosphoglucomutase
EIEOCHKN_02123	CDS	2712	trePP	2.4.1.216	COG1554	Trehalose 6-phosphate phosphorylase
EIEOCHKN_02124	CDS	714	treR		COG2188	HTH-type transcriptional regulator TreR
EIEOCHKN_02125	CDS	708				hypothetical protein
EIEOCHKN_02126	CDS	450	mscL		COG1970	Large-conductance mechanosensitive channel
EIEOCHKN_02127	CDS	1269				hypothetical protein
EIEOCHKN_02128	CDS	1305				hypothetical protein
EIEOCHKN_02129	CDS	867	rodZ			Cytoskeleton protein RodZ
EIEOCHKN_02130	CDS	213				hypothetical protein
EIEOCHKN_02131	CDS	579	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
EIEOCHKN_02132	CDS	600	slyA_3			Transcriptional regulator SlyA
EIEOCHKN_02133	CDS	1785	lmrA	7.6.2.2	COG1132	Multidrug resistance ABC transporter ATP-binding and permease protein
EIEOCHKN_02134	CDS	888	hexR		COG1737	HTH-type transcriptional regulator HexR
EIEOCHKN_02135	CDS	900		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
EIEOCHKN_02136	CDS	1002	ghrB_1	1.1.1.81		Glyoxylate/hydroxypyruvate reductase B
EIEOCHKN_02137	CDS	1107	hcxA_2	1.1.1.-	COG0371	Hydroxycarboxylate dehydrogenase A
EIEOCHKN_02138	CDS	837	sorA_3		COG3715	PTS system sorbose-specific EIIC component
EIEOCHKN_02139	CDS	873	manZ_7		COG3716	PTS system mannose-specific EIID component
EIEOCHKN_02140	CDS	507	sorB_3	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
EIEOCHKN_02141	CDS	453	manX_4	2.7.1.191		PTS system mannose-specific EIIAB component
EIEOCHKN_02142	CDS	1074	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
EIEOCHKN_02143	CDS	654	eda		COG0800	Putative KHG/KDPG aldolase
EIEOCHKN_02144	CDS	471				hypothetical protein
EIEOCHKN_02145	CDS	219				hypothetical protein
EIEOCHKN_02146	CDS	885				hypothetical protein
EIEOCHKN_02147	CDS	288				hypothetical protein
EIEOCHKN_02148	CDS	1482				hypothetical protein
EIEOCHKN_02149	CDS	615	gmk_2	2.7.4.8	COG0194	Guanylate kinase
EIEOCHKN_02150	CDS	303	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
EIEOCHKN_02151	CDS	2433	priA	3.6.4.-	COG1198	Primosomal protein N'
EIEOCHKN_02152	CDS	495	def1	3.5.1.88	COG0242	Peptide deformylase 1
EIEOCHKN_02153	CDS	942	fmt	2.1.2.9		Methionyl-tRNA formyltransferase
EIEOCHKN_02154	CDS	1380	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
EIEOCHKN_02155	CDS	750	stp_2	3.1.3.16	COG0631	Serine/threonine phosphatase stp
EIEOCHKN_02156	CDS	2157	pknD_2	2.7.11.1		Serine/threonine-protein kinase PknD
EIEOCHKN_02157	CDS	894	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
EIEOCHKN_02158	CDS	654	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
EIEOCHKN_02159	CDS	645	thiN	2.7.6.2	COG1564	Thiamine pyrophosphokinase
EIEOCHKN_02160	CDS	189	rpmB			50S ribosomal protein L28
EIEOCHKN_02161	CDS	174				hypothetical protein
EIEOCHKN_02162	CDS	117				hypothetical protein
EIEOCHKN_02163	CDS	129				hypothetical protein
EIEOCHKN_02164	CDS	108				hypothetical protein
EIEOCHKN_02165	CDS	1200				hypothetical protein
EIEOCHKN_02166	CDS	762				hypothetical protein
EIEOCHKN_02167	CDS	1236	bioA	2.6.1.62		Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
EIEOCHKN_02168	CDS	924				hypothetical protein
EIEOCHKN_02169	CDS	714				hypothetical protein
EIEOCHKN_02170	CDS	891	btuD_10	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
EIEOCHKN_02171	CDS	1233	yhaP_2		COG1668	putative protein YhaP
EIEOCHKN_02172	CDS	1329				hypothetical protein
EIEOCHKN_02173	CDS	720	agrA_2		COG3279	Accessory gene regulator protein A
EIEOCHKN_02174	CDS	363				putative protein
EIEOCHKN_02175	CDS	1677				putative protein
EIEOCHKN_02176	CDS	2037	recG	3.6.4.12		ATP-dependent DNA helicase RecG
EIEOCHKN_02177	CDS	1002	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
EIEOCHKN_02178	CDS	240	acpP		COG0236	Acyl carrier protein
EIEOCHKN_02179	CDS	1008	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
EIEOCHKN_02180	CDS	945	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
EIEOCHKN_02181	CDS	963	gsiC		COG0601	Glutathione transport system permease protein GsiC
EIEOCHKN_02182	CDS	924				hypothetical protein
EIEOCHKN_02183	CDS	1779				hypothetical protein
EIEOCHKN_02184	CDS	693	rnc	3.1.26.3	COG0571	Ribonuclease 3
EIEOCHKN_02185	CDS	3579	smc_5		COG1196	Chromosome partition protein Smc
EIEOCHKN_02186	CDS	828	yidA_2	3.1.3.23	COG0561	Sugar phosphatase YidA
EIEOCHKN_02187	CDS	1329	ftsY			Signal recognition particle receptor FtsY
EIEOCHKN_02188	CDS	486				hypothetical protein
EIEOCHKN_02189	CDS	399				hypothetical protein
EIEOCHKN_02190	CDS	897				hypothetical protein
EIEOCHKN_02191	CDS	501	rutB_2	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
EIEOCHKN_02192	CDS	2271	gshAB		COG1181	Glutathione biosynthesis bifunctional protein GshAB
EIEOCHKN_02193	CDS	453	yueI		COG5506	putative protein YueI
EIEOCHKN_02194	CDS	948	yclN		COG4606	Petrobactin import system permease protein YclN
EIEOCHKN_02195	CDS	966	yclO		COG4605	Petrobactin import system permease protein YclO
EIEOCHKN_02196	CDS	756	yclP	7.2.2.-	COG4604	Petrobactin import ATP-binding protein YclP
EIEOCHKN_02197	CDS	954	yclQ		COG4607	Petrobactin-binding protein YclQ
EIEOCHKN_02198	CDS	1644	dppE_6		COG4166	Dipeptide-binding protein DppE
EIEOCHKN_02199	CDS	1221	pepT_2	3.4.11.4	COG2195	Peptidase T
EIEOCHKN_02200	CDS	558				hypothetical protein
EIEOCHKN_02201	CDS	612				hypothetical protein
EIEOCHKN_02202	CDS	363				hypothetical protein
EIEOCHKN_02203	CDS	3927				hypothetical protein
EIEOCHKN_02204	CDS	3885				hypothetical protein
EIEOCHKN_02205	CDS	537	sipT	3.4.21.89	COG0681	Signal peptidase I T
EIEOCHKN_02206	CDS	549	bioY2		COG1268	Biotin transporter BioY2
EIEOCHKN_02207	CDS	612	rpsD		COG0522	30S ribosomal protein S4
EIEOCHKN_02208	CDS	804				hypothetical protein
EIEOCHKN_02209	CDS	654				hypothetical protein
EIEOCHKN_02210	CDS	777				Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase
EIEOCHKN_02211	CDS	564	def	3.5.1.88	COG0242	Peptide deformylase
EIEOCHKN_02212	CDS	270	rpsO			30S ribosomal protein S15
EIEOCHKN_02213	CDS	2115	pnp_1	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
EIEOCHKN_02214	CDS	861	mreC		COG1792	Cell shape-determining protein MreC
EIEOCHKN_02215	CDS	510				hypothetical protein
EIEOCHKN_02216	CDS	1449				hypothetical protein
EIEOCHKN_02217	CDS	570				hypothetical protein
EIEOCHKN_02218	CDS	471	yfkJ	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase YfkJ
EIEOCHKN_02219	CDS	231				hypothetical protein
EIEOCHKN_02220	CDS	735	strA	3.4.22.-	COG3764	Sortase A
EIEOCHKN_02221	CDS	786				hypothetical protein
EIEOCHKN_02222	CDS	627				hypothetical protein
EIEOCHKN_02223	CDS	576	thiT			Thiamine transporter ThiT
EIEOCHKN_02224	CDS	363				hypothetical protein
EIEOCHKN_02225	CDS	768				hypothetical protein
EIEOCHKN_02226	CDS	552	tag_2	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
EIEOCHKN_02227	CDS	1656	oppA		COG4166	Oligopeptide-binding protein OppA
EIEOCHKN_02228	CDS	342				hypothetical protein
EIEOCHKN_02229	CDS	1077	pepA	3.4.11.7	COG1363	Glutamyl aminopeptidase
EIEOCHKN_02230	CDS	315	ytpP			Thioredoxin-like protein YtpP
EIEOCHKN_02231	CDS	456				Putative universal stress protein
EIEOCHKN_02232	CDS	732	yurK		COG2188	putative HTH-type transcriptional regulator YurK
EIEOCHKN_02233	CDS	411	manX_5	2.7.1.191		PTS system mannose-specific EIIAB component
EIEOCHKN_02234	CDS	744				hypothetical protein
EIEOCHKN_02235	CDS	474		2.7.1.-		putative phosphotransferase enzyme IIB component
EIEOCHKN_02236	CDS	771	sorA_4		COG3715	PTS system sorbose-specific EIIC component
EIEOCHKN_02237	CDS	825	manZ_8		COG3716	PTS system mannose-specific EIID component
EIEOCHKN_02238	CDS	621				hypothetical protein
EIEOCHKN_02239	CDS	1299	htrA	3.4.21.107	COG0265	Serine protease Do-like HtrA
EIEOCHKN_02240	CDS	480	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
EIEOCHKN_02241	CDS	4119				hypothetical protein
EIEOCHKN_02242	CDS	1389	gltT			Proton/sodium-glutamate symport protein
EIEOCHKN_02243	CDS	510				hypothetical protein
EIEOCHKN_02244	CDS	465	ylaC			RNA polymerase sigma factor YlaC
EIEOCHKN_02245	CDS	927				hypothetical protein
EIEOCHKN_02246	CDS	1782				hypothetical protein
EIEOCHKN_02247	CDS	741	truA_1	5.4.99.12	COG0101	tRNA pseudouridine synthase A
EIEOCHKN_02248	CDS	384				hypothetical protein
EIEOCHKN_02249	CDS	1263	sstT		COG3633	Serine/threonine transporter SstT
EIEOCHKN_02250	CDS	2553		7.2.2.10		Calcium-transporting ATPase 1
EIEOCHKN_02251	CDS	1449				hypothetical protein
EIEOCHKN_02252	CDS	1182				hypothetical protein
EIEOCHKN_02253	CDS	1425				hypothetical protein
EIEOCHKN_02254	CDS	1560	fdrA		COG0074	Protein FdrA
EIEOCHKN_02255	CDS	867				hypothetical protein
EIEOCHKN_02256	CDS	1656	pucR_2		COG2508	Purine catabolism regulatory protein
EIEOCHKN_02257	CDS	1209				hypothetical protein
EIEOCHKN_02258	CDS	657				hypothetical protein
EIEOCHKN_02259	CDS	1068	yxeI		COG3049	putative protein YxeI
EIEOCHKN_02260	CDS	1620	dauA		COG0659	C4-dicarboxylic acid transporter DauA
EIEOCHKN_02261	CDS	693				hypothetical protein
EIEOCHKN_02262	CDS	453	slyA_4			Transcriptional regulator SlyA
EIEOCHKN_02263	CDS	513	paiA_2	2.3.1.57	COG0454	Spermidine/spermine N(1)-acetyltransferase
EIEOCHKN_02264	CDS	1497	ybbW		COG1953	Putative allantoin permease
EIEOCHKN_02265	CDS	1365	allB	3.5.2.5	COG0044	Allantoinase
EIEOCHKN_02266	CDS	1224	allC	3.5.3.9	COG0624	Allantoate amidohydrolase
EIEOCHKN_02267	CDS	786	allE	3.5.3.26	COG3257	(S)-ureidoglycine aminohydrolase
EIEOCHKN_02268	CDS	1626	pucR_3		COG2508	Purine catabolism regulatory protein
EIEOCHKN_02269	CDS	1209	pucG	2.6.1.112	COG0075	(S)-ureidoglycine--glyoxylate transaminase
EIEOCHKN_02270	CDS	1260	sauU			putative sulfoacetate transporter SauU
EIEOCHKN_02271	CDS	261	ricR		COG1937	Copper-sensing transcriptional repressor RicR
EIEOCHKN_02272	CDS	315		2.8.1.-	COG0607	Sulfurtransferase
EIEOCHKN_02273	CDS	1650	cdr	1.8.1.14		Coenzyme A disulfide reductase
EIEOCHKN_02274	CDS	300		2.8.1.-	COG0607	Sulfurtransferase
EIEOCHKN_02275	CDS	1167	yknX		COG0845	Putative efflux system component YknX
EIEOCHKN_02276	CDS	675	yknY_3	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
EIEOCHKN_02277	CDS	1209	macB_2	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
EIEOCHKN_02278	CDS	666				hypothetical protein
EIEOCHKN_02279	CDS	1449	nylA	3.5.2.12		6-aminohexanoate-cyclic-dimer hydrolase
EIEOCHKN_02280	CDS	528	pspA_2	3.1.3.3	COG0406	Phosphoserine phosphatase 1
EIEOCHKN_02281	CDS	2814	dgaR_4			Transcriptional regulatory protein DagR
EIEOCHKN_02282	CDS	402				hypothetical protein
EIEOCHKN_02283	CDS	495	levE_2	2.7.1.202	COG3444	PTS system fructose-specific EIIB component
EIEOCHKN_02284	CDS	750	agaC_3		COG3715	N-acetylgalactosamine permease IIC component 1
EIEOCHKN_02285	CDS	852	manZ_9		COG3716	PTS system mannose-specific EIID component
EIEOCHKN_02286	CDS	1104	dgaE_2	4.3.1.29		D-glucosaminate-6-phosphate ammonia lyase
EIEOCHKN_02287	CDS	744	dgaF_2	4.1.2.14		2-dehydro-3-deoxy-phosphogluconate aldolase
EIEOCHKN_02288	CDS	1914	mutS2_2	3.1.-.-		Endonuclease MutS2
EIEOCHKN_02289	CDS	1416	phoB	3.1.3.1	COG1785	Alkaline phosphatase 3
EIEOCHKN_02290	CDS	972	strB1	2.1.4.2	COG1834	Inosamine-phosphate amidinotransferase 1
EIEOCHKN_02291	CDS	690				hypothetical protein
EIEOCHKN_02292	CDS	1134				hypothetical protein
EIEOCHKN_02293	CDS	402				hypothetical protein
EIEOCHKN_02294	CDS	225				hypothetical protein
EIEOCHKN_02295	CDS	2010				hypothetical protein
EIEOCHKN_02296	CDS	300				hypothetical protein
EIEOCHKN_02297	CDS	1368	ulaA_2		COG3037	Ascorbate-specific PTS system EIIC component
EIEOCHKN_02298	CDS	975				hypothetical protein
EIEOCHKN_02299	CDS	996	degA_2		COG1609	HTH-type transcriptional regulator DegA
EIEOCHKN_02300	CDS	912	rbsK/rbiA			Bifunctional ribokinase/ribose-5-phosphate isomerase A
EIEOCHKN_02301	CDS	396	rbsD	5.4.99.62	COG1869	D-ribose pyranase
EIEOCHKN_02302	CDS	888	glcU_2		COG4975	putative glucose uptake protein GlcU
EIEOCHKN_02303	CDS	885	oxyR			Hydrogen peroxide-inducible genes activator
EIEOCHKN_02304	CDS	582		2.3.1.-	COG0110	Putative acetyltransferase
EIEOCHKN_02305	CDS	738		1.-.-.-		putative oxidoreductase
EIEOCHKN_02306	CDS	1314	pbuG		COG2252	Guanine/hypoxanthine permease PbuG
EIEOCHKN_02307	CDS	1566				hypothetical protein
EIEOCHKN_02308	CDS	1245				hypothetical protein
EIEOCHKN_02309	CDS	465				hypothetical protein
EIEOCHKN_02310	CDS	204				hypothetical protein
EIEOCHKN_02311	CDS	831				hypothetical protein
EIEOCHKN_02312	CDS	657				hypothetical protein
EIEOCHKN_02313	CDS	978				hypothetical protein
EIEOCHKN_02314	CDS	1044				hypothetical protein
EIEOCHKN_02315	CDS	681				hypothetical protein
EIEOCHKN_02316	CDS	573			COG1120	putative ABC transporter ATP-binding protein
EIEOCHKN_02317	CDS	441			COG0789	putative HTH-type transcriptional regulator
EIEOCHKN_02318	CDS	978			COG1073	putative protein
EIEOCHKN_02319	CDS	750				hypothetical protein
EIEOCHKN_02320	CDS	585		2.3.1.-		Putative acetyltransferase
EIEOCHKN_02321	CDS	639	gpmA_3	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
EIEOCHKN_02322	CDS	1032				hypothetical protein
EIEOCHKN_02323	CDS	579				hypothetical protein
EIEOCHKN_02324	CDS	864	hchA_1	3.1.2.-		Protein/nucleic acid deglycase HchA
EIEOCHKN_02325	CDS	753				hypothetical protein
EIEOCHKN_02326	CDS	240				hypothetical protein
EIEOCHKN_02327	CDS	1050				hypothetical protein
EIEOCHKN_02328	CDS	609				hypothetical protein
EIEOCHKN_02329	CDS	330	yybR_1		COG1733	putative HTH-type transcriptional regulator YybR
EIEOCHKN_02330	CDS	582	gpmA_4	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
EIEOCHKN_02331	CDS	420	adhR		COG0789	HTH-type transcriptional regulator AdhR
EIEOCHKN_02332	CDS	876	dkgA	1.1.1.274	COG0656	2,5-diketo-D-gluconic acid reductase A
EIEOCHKN_02333	CDS	1332	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
EIEOCHKN_02334	CDS	336	yybR_2		COG1733	putative HTH-type transcriptional regulator YybR
EIEOCHKN_02335	CDS	654				hypothetical protein
EIEOCHKN_02336	CDS	384				hypothetical protein
EIEOCHKN_02337	CDS	252				hypothetical protein
EIEOCHKN_02338	CDS	327				hypothetical protein
EIEOCHKN_02339	CDS	417				hypothetical protein
EIEOCHKN_02340	CDS	162				hypothetical protein
EIEOCHKN_02341	CDS	189				hypothetical protein
EIEOCHKN_02342	CDS	153				hypothetical protein
EIEOCHKN_02343	CDS	315				hypothetical protein
EIEOCHKN_02344	CDS	327				hypothetical protein
EIEOCHKN_02345	CDS	381				hypothetical protein
EIEOCHKN_02346	CDS	1509				hypothetical protein
EIEOCHKN_02347	CDS	279				hypothetical protein
EIEOCHKN_02348	CDS	288				hypothetical protein
EIEOCHKN_02349	CDS	408				hypothetical protein
EIEOCHKN_02350	CDS	1284				hypothetical protein
EIEOCHKN_02351	CDS	225				hypothetical protein
EIEOCHKN_02352	CDS	612				hypothetical protein
EIEOCHKN_02353	CDS	1980				hypothetical protein
EIEOCHKN_02354	CDS	729				hypothetical protein
EIEOCHKN_02355	CDS	552				hypothetical protein
EIEOCHKN_02356	CDS	468				hypothetical protein
EIEOCHKN_02357	CDS	987				hypothetical protein
EIEOCHKN_02358	CDS	225				hypothetical protein
EIEOCHKN_02359	CDS	390				hypothetical protein
EIEOCHKN_02360	CDS	222				hypothetical protein
EIEOCHKN_02361	CDS	2505				hypothetical protein
EIEOCHKN_02362	CDS	2052				hypothetical protein
EIEOCHKN_02363	CDS	1029				hypothetical protein
EIEOCHKN_02364	CDS	225				hypothetical protein
EIEOCHKN_02365	CDS	537				hypothetical protein
EIEOCHKN_02366	CDS	357				hypothetical protein
EIEOCHKN_02367	CDS	213				hypothetical protein
EIEOCHKN_02368	CDS	1119			COG0582	Putative prophage phiRv2 integrase
EIEOCHKN_02369	CDS	1215	thiI	2.8.1.4	COG0301	putative tRNA sulfurtransferase
EIEOCHKN_02370	CDS	648	rex_2		COG2344	Redox-sensing transcriptional repressor Rex
EIEOCHKN_02371	CDS	489	tpx	1.11.1.15	COG2077	Thiol peroxidase
EIEOCHKN_02372	CDS	2643	valS	6.1.1.9	COG0525	Valine--tRNA ligase
EIEOCHKN_02373	CDS	600				hypothetical protein
EIEOCHKN_02374	CDS	2565				hypothetical protein
EIEOCHKN_02375	CDS	1323	fpgS	6.3.2.17		Folylpolyglutamate synthase
EIEOCHKN_02376	CDS	657		3.1.3.-	COG0637	Phosphorylated carbohydrates phosphatase
EIEOCHKN_02377	CDS	699				hypothetical protein
EIEOCHKN_02378	CDS	201	cspLA_2		COG1278	Cold shock-like protein CspLA
EIEOCHKN_02379	CDS	1686	rnj1	3.1.-.-		Ribonuclease J 1
EIEOCHKN_02380	CDS	213				hypothetical protein
EIEOCHKN_02381	CDS	387				hypothetical protein
EIEOCHKN_02382	CDS	1728			COG1132	putative ABC transporter ATP-binding protein
EIEOCHKN_02383	CDS	1770			COG1132	putative ABC transporter ATP-binding protein
EIEOCHKN_02384	CDS	492	yrdA		COG0663	Protein YrdA
EIEOCHKN_02385	CDS	1149	mnaA	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
EIEOCHKN_02386	CDS	726		3.1.3.5	COG0546	5'-nucleotidase
EIEOCHKN_02387	CDS	1386	mltG	4.2.2.-		Endolytic murein transglycosylase
EIEOCHKN_02388	CDS	480	greA		COG0782	Transcription elongation factor GreA
EIEOCHKN_02389	CDS	732	liaF		COG4758	Protein LiaF
EIEOCHKN_02390	CDS	1104	liaS	2.7.13.3	COG4585	Sensor histidine kinase LiaS
EIEOCHKN_02391	CDS	633	vraR			Response regulator protein VraR
EIEOCHKN_02392	CDS	666	ktrA		COG0569	Ktr system potassium uptake protein A
EIEOCHKN_02393	CDS	312				hypothetical protein
EIEOCHKN_02394	CDS	939	csbB	2.4.-.-	COG0463	Putative glycosyltransferase CsbB
EIEOCHKN_02395	CDS	1071	msmX_2	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
EIEOCHKN_02396	CDS	876	lacF			Lactose transport system permease protein LacF
EIEOCHKN_02397	CDS	819	araQ_3		COG0395	L-arabinose transport system permease protein AraQ
EIEOCHKN_02398	CDS	1290	rnj	3.1.-.-		Ribonuclease J
EIEOCHKN_02399	CDS	1281				hypothetical protein
EIEOCHKN_02400	CDS	1554	yfkN_1		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
EIEOCHKN_02401	CDS	963	ghrB_2	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
EIEOCHKN_02402	CDS	1011	yumC	1.18.1.2	COG0492	Ferredoxin--NADP reductase 2
EIEOCHKN_02403	CDS	591				Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase
EIEOCHKN_02404	CDS	207				hypothetical protein
EIEOCHKN_02405	CDS	1167	patB	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
EIEOCHKN_02406	CDS	369	yugI		COG1098	General stress protein 13
EIEOCHKN_02407	CDS	363				hypothetical protein
EIEOCHKN_02408	CDS	1497	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
EIEOCHKN_02409	CDS	999	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
EIEOCHKN_02410	CDS	897	hslO		COG1281	33 kDa chaperonin
EIEOCHKN_02411	CDS	2157	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
EIEOCHKN_02412	CDS	546	hpt	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
EIEOCHKN_02413	CDS	1389	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
EIEOCHKN_02414	CDS	480	pnp_2	2.7.7.8		Polyribonucleotide nucleotidyltransferase
EIEOCHKN_02415	CDS	480				hypothetical protein
EIEOCHKN_02416	CDS	264				hypothetical protein
EIEOCHKN_02417	CDS	1590	murJ_3		COG2244	Lipid II flippase MurJ
EIEOCHKN_02418	CDS	3540	mfd	3.6.4.-		Transcription-repair-coupling factor
EIEOCHKN_02419	CDS	567	pth	3.1.1.29		Peptidyl-tRNA hydrolase
EIEOCHKN_02420	CDS	993	ldh	1.1.1.27	COG0039	L-lactate dehydrogenase
EIEOCHKN_02421	CDS	1491	aldA	1.2.1.3		Putative aldehyde dehydrogenase AldA
EIEOCHKN_02422	CDS	1506				hypothetical protein
EIEOCHKN_02423	CDS	513	niaR		COG1827	putative transcription repressor NiaR
EIEOCHKN_02424	CDS	846	dapH_2	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
EIEOCHKN_02425	CDS	714	cobB	2.3.1.286	COG0846	NAD-dependent protein deacetylase
EIEOCHKN_02426	CDS	297				hypothetical protein
EIEOCHKN_02427	CDS	1584	mltF_3	4.2.2.-		Membrane-bound lytic murein transglycosylase F
EIEOCHKN_02428	CDS	741	glnQ_4			Glutamine transport ATP-binding protein GlnQ
EIEOCHKN_02429	CDS	570		3.2.2.-	COG1611	Putative cytokinin riboside 5'-monophosphate phosphoribohydrolase
EIEOCHKN_02430	CDS	492	speG	2.3.1.57		Spermidine N(1)-acetyltransferase
EIEOCHKN_02431	CDS	1356	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
EIEOCHKN_02432	CDS	312				hypothetical protein
EIEOCHKN_02433	CDS	750	truA_2	5.4.99.12	COG0101	tRNA pseudouridine synthase A
EIEOCHKN_02434	CDS	798	ecfT_2			Energy-coupling factor transporter transmembrane protein EcfT
EIEOCHKN_02435	CDS	870	ecfA2	3.6.3.-		Energy-coupling factor transporter ATP-binding protein EcfA2
EIEOCHKN_02436	CDS	840	ecfA1	7.-.-.-		Energy-coupling factor transporter ATP-binding protein EcfA1
EIEOCHKN_02437	CDS	1176	scmP_2	3.5.1.-	COG1473	N-acetylcysteine deacetylase
EIEOCHKN_02438	CDS	1200				hypothetical protein
EIEOCHKN_02439	CDS	384	rplQ		COG0203	50S ribosomal protein L17
EIEOCHKN_02440	CDS	939	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
EIEOCHKN_02441	CDS	390	rpsK			30S ribosomal protein S11
EIEOCHKN_02442	CDS	366	rpsM		COG0099	30S ribosomal protein S13
EIEOCHKN_02443	CDS	117	rpmJ		COG0257	50S ribosomal protein L36
EIEOCHKN_02444	CDS	219	infA		COG0361	Translation initiation factor IF-1
EIEOCHKN_02445	CDS	651	adk	2.7.4.3		Adenylate kinase
EIEOCHKN_02446	CDS	1299	secY			Protein translocase subunit SecY
EIEOCHKN_02447	CDS	441	rplO			50S ribosomal protein L15
EIEOCHKN_02448	CDS	180	rpmD		COG1841	50S ribosomal protein L30
EIEOCHKN_02449	CDS	501	rpsE		COG0098	30S ribosomal protein S5
EIEOCHKN_02450	CDS	357	rplR		COG0256	50S ribosomal protein L18
EIEOCHKN_02451	CDS	537	rplF			50S ribosomal protein L6
EIEOCHKN_02452	CDS	399	rpsH		COG0096	30S ribosomal protein S8
EIEOCHKN_02453	CDS	186	rpsZ		COG0199	30S ribosomal protein S14 type Z
EIEOCHKN_02454	CDS	540	rplE		COG0094	50S ribosomal protein L5
EIEOCHKN_02455	CDS	312	rplX			50S ribosomal protein L24
EIEOCHKN_02456	CDS	369	rplN		COG0093	50S ribosomal protein L14
EIEOCHKN_02457	CDS	267	rpsQ		COG0186	30S ribosomal protein S17
EIEOCHKN_02458	CDS	189	rpmC		COG0255	50S ribosomal protein L29
EIEOCHKN_02459	CDS	435	rplP		COG0197	50S ribosomal protein L16
EIEOCHKN_02460	CDS	657	rpsC		COG0092	30S ribosomal protein S3
EIEOCHKN_02461	CDS	348	rplV		COG0091	50S ribosomal protein L22
EIEOCHKN_02462	CDS	279	rpsS		COG0185	30S ribosomal protein S19
EIEOCHKN_02463	CDS	831	rplB		COG0090	50S ribosomal protein L2
EIEOCHKN_02464	CDS	291	rplW			50S ribosomal protein L23
EIEOCHKN_02465	CDS	624	rplD		COG0088	50S ribosomal protein L4
EIEOCHKN_02466	CDS	630	rplC		COG0087	50S ribosomal protein L3
EIEOCHKN_02467	CDS	309	rpsJ		COG0051	30S ribosomal protein S10
